urn	text
urn:cts:greekLit:tlg5026.msA.normed:7.2028.lemma	‡ εσκεδασ' οξυς αρης ·
urn:cts:greekLit:tlg5026.msA.normed:7.2028.comment	οτι συμφωνως το κατα την αρχην της πολλας δ' ιφθιμους ψυχας , ουκ αρα γραπτεον κεφαλας·
urn:cts:greekLit:tlg5026.msA.normed:7.2029.lemma	τυτθον απο προ νεων·
urn:cts:greekLit:tlg5026.msA.normed:7.2029.comment	αθετουνται οτι ου δια τουτο εκαιοντο οπως τα οστα κομισωνται. αλλα συνηθεια· και γαρ οι επι της ιδιας τελευτωντες εκαιοντο· καθολου ουν οιδεν πυρι καιομενους τους παλαι και ενταυθα τιθεμενους οπου και ετελευτησαν. εναντιουνται δε και τα εξης τυμβον δ' αμφι πυρην ακρητον εκ πεδιου αδιαχωριστον αδιαστατον τουτεστι πολυανδριον· πας ουν ως κ' οστεα παισιν εκαστος ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.2030.lemma	απο προ νεων·
urn:cts:greekLit:tlg5026.msA.normed:7.2030.comment	τας δυο προθεσεις εγκλινειν δει ινα η μεν απο συντασσηται τη νεων γενικη· η δε πρo παρελκηται:
urn:cts:greekLit:tlg5026.msA.normed:7.2031.lemma	τυμβον δ' αμφι πυρην ενα χευομεν εξαγαγοντες ·
urn:cts:greekLit:tlg5026.msA.normed:7.2031.comment	διασταλτεον επι το χευομεν · το δε εξαγαγοντες . ητοι υλην προς την τειχοποιιαν η αντι του προελθοντες πολυ εις το πεδιον · ινα η μεν εξ προθεσις αντι του εξω επιρρηματος κεηται το δε αγαγοντες εν ισω τω πορευθεντες περιλαμβανουσι γαρ τω ναυσταθμω και του πεδιου μερος το δευτερον αμεινον ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.2032.lemma	εν δ' αυτοισι πυλας ποιησομεν
urn:cts:greekLit:tlg5026.msA.normed:7.2032.comment	οτι πληθυντικως, και οτι μια υποκειται πυλη εν τω τειχει· τινες δε γραφουσιν επτ' αραρυιας ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.2033.lemma	δεινη, τετρηχυια·
urn:cts:greekLit:tlg5026.msA.normed:7.2033.comment	βραχυ διασταλτεον κατ αμφοτερα μαλλον γαρ ουτως εμφαινει. το τρηχυια · τεταραγμενη. η δια τα προλεχθεντα. η δια το πολυκλητοι δ' εσαν . η δια το διχογνωμωνειν περι ελενης ως αντηνωρ και αντιμαχος δηλοι ως ουχ οι βασιλεις συνηγαγον αυτους. αλλ' αγανακτουντες ηκον εις τα βασιλεια ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.2043.lemma	‡ ελπομαι εκτελεεσθαι·
urn:cts:greekLit:tlg5026.msA.normed:7.2043.comment	αθετειται, οτι αγνοησας τις οτι υπακουσαι δει τω ου νυ τι κερδιον ημιν το εσται ως ελλειποντος του λογου προς ανεπληρωσεν και οτι το ινα ουχ ομηρικως παρειληπται αντι του εαν ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.2044.lemma	ει δ' ετεον δη τουτον απο σπουδης αγορευεις ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.2044.comment	υποστικτεον κατα το τελος του στιχου και γραπτεον την αρχην μετα του δε συνδεσμου ει δ' ετεον δη τουτον · το γαρ ασυνδετον απρεπες ενθαδε
urn:cts:greekLit:tlg5026.msA.normed:7.2045.lemma	αποφημι.
urn:cts:greekLit:tlg5026.msA.normed:7.2045.comment	ως απειμι · τα γαρ οξυνομενα των ρηματων εν τη συνθεσει αναδιδωσι τον τονον ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.2046.comment	εν αλλω και ενταυθα ουτοι οι στιχου κεινται· κεκλυτε μευ τρωες και δαρδανοι ηδ' επικουροι οφρ' ειπω τα με θυμος ενι στηθεσσι κελευει·
urn:cts:greekLit:tlg5026.msA.normed:7.4004.comment	εν αλλων και ουος ο στιχος β δορπον επει τ' ειλοντο κατα στρατον εν τελεεσσιν·
urn:cts:greekLit:tlg5026.msA.normed:7.4005.comment	εν αλλω ευκνημιδες αχαιοι
urn:cts:greekLit:tlg5026.msA.normed:7.3000.lemma	‡ ηγαγετο·
urn:cts:greekLit:tlg5026.msA.normed:7.3000.comment	οτι σαφως υπο των τρωων εμισειτο αλεξανδρος προς ζηνοδοτον γραφοντα: αλλα μαλλον τρωες ελεημονες το ως πριν ωφελ' απολεσθαι , ειτε και τοις ελλησιν εις επηκοον λεγει ο κηρυξ προς το συγγνωμωνειν τοις αλλοις τρωσιν ως και αυτοις οργιζομενοις· ειτε καθ εαυτον και ηρεμα ως δημοκριτος αξιοι απρεπες ηγησαμενος το φανερως λεγεσθαι αμφοτερα προστικτεον ως διαμεσου αναπεφωννημενου το γαρ εξης ηγαγετο τροιηνδε παντ' εθελει δομεναι ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3001.lemma	η μιν τρωες
urn:cts:greekLit:tlg5026.msA.normed:7.3001.comment	περισπαται ο η ισοδυναμει γαρ βεβαιωτικω ομοιον δε εστι το και η μην και πονος εστιν ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3023.lemma	ως τοι υπορινονται·
urn:cts:greekLit:tlg5026.msA.normed:7.3023.comment	η διπλη οτι προθεσις ενηλλακται. αντι του αποκρινονται ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3024.lemma	αμφι δε νεκροισιν.
urn:cts:greekLit:tlg5026.msA.normed:7.3024.comment	βραχυ διασταλτεον επι το νεκροισιν και γαρ ημιν ουτως συνηθες διατελλειν περι δε των νεκρων ου φρονω θαπτειν ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3025.comment	και αλλως συναπτομενα σολοικον ποιει τον λογον ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3053.lemma	πυρος μειλισσεμεν ωκα·
urn:cts:greekLit:tlg5026.msA.normed:7.3053.comment	ο νους ου φειδομεθα ωστε εκμειλισσειν υμας τους νεκρους ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3026.lemma	εξ ακαλαρειταο ·
urn:cts:greekLit:tlg5026.msA.normed:7.3026.comment	οτι αυτος μεν εξ ωκεανου ανατελλει και εις ωκεανον φησι καταδυεσθαι τον ηλιον οποταν δε προσωπον ηρωικον εισαγη υπερ γην και υπο γης το αυτο δε ποιει και εν ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3027.lemma	εξ ακαλαρειταο ·
urn:cts:greekLit:tlg5026.msA.normed:7.3027.comment	ησυχως και πραος ρεοντος. ακαλον γαρ το ησυχον λεγουσιν ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3028.lemma	δακρυα θερμα χεοντες:
urn:cts:greekLit:tlg5026.msA.normed:7.3028.comment	βαρβαρων ιδιον ο θρηνος επι δε των ελληνων αχνυμενοι φησιν ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3029.lemma	πυρκαιης·
urn:cts:greekLit:tlg5026.msA.normed:7.3029.comment	ουτως αι αρισταρχου κατα γενικην αι δε ζηνοδοτου πυρκαιη και εστι χαριεστερον ως το εν δε πυρη υπατη νεκρον θεσαν ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3030.lemma	επενηνεον·
urn:cts:greekLit:tlg5026.msA.normed:7.3030.comment	γραφεται και επινηνεον και εστιν ιακον ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3031.lemma	εν δε πυρη πρησαντες·
urn:cts:greekLit:tlg5026.msA.normed:7.3031.comment	οτι εκαιοντο οι νεκροι και οτι θηλυκως την ιλιον ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3035.lemma	‡ αμφιλυκη νυξ:
urn:cts:greekLit:tlg5026.msA.normed:7.3035.comment	το καλουμενον λυκοφως το προς ορθρον τουτεστιν ο βαθυς ορθρος παρα την λυγην ο εστι σκοτιαν οιονει λυγοφως τι ον το μη καθαρον φως αλλ' ετι σκοτωδες· η διπλη δε οτι απαξ μονον ενταυθα τη λεξει κεχρηται ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3037.lemma	ακριτον εκ πεδιου·
urn:cts:greekLit:tlg5026.msA.normed:7.3037.comment	εν τη κατα αριστοφανη ουτως εγεγραπτο ακριτον εν πεδιω περι δ' αυτον τειχος εδειμαν και μηποτε αμεινον ουτως ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3042.lemma	οι δε θεοι παρ ζηνι
urn:cts:greekLit:tlg5026.msA.normed:7.3042.comment	εως του ως οι μεν τοι αυτα προς αλληλους αγορευον αθετουνται στιχοι kb . οτι περι της αναιρεσεως του τειχους λεγει προ της τειχομαχιας ως αν μη προειρηκως ενθαδε ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3044.lemma	η ρα τις εστι βροτων·
urn:cts:greekLit:tlg5026.msA.normed:7.3044.comment	αρα ετι φησι τις των ανθρωπων κοινωσηται δια των θυσιων α βουλεται τοις θεοις ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3045.lemma	ος τις ε τ' αθανατοισι·
urn:cts:greekLit:tlg5026.msA.normed:7.3045.comment	οτι ως και αυτος ουκ ων αθανατος λεγει και εν αλλοις δε κεχρηται τω γενει ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3046.lemma	το τ' εγω και φοιβος :
urn:cts:greekLit:tlg5026.msA.normed:7.3046.comment	χωρις του τε εν ταις αρισταρχου το εγω και φοιβος κατ ενια δε των υπομνηματων το δ' εγω · καθολου δε την των θεων αγοραν ηθετουν οι περι ζηνοδοτον και αριστοφανη και αυτος αρισταρχος ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3006.lemma	‡ οσον τ' επικιδναται ηως.
urn:cts:greekLit:tlg5026.msA.normed:7.3006.comment	ουτως αρισταρχος . οσην τ' επικιδναται θηλυκως ζηνοδοτιος δε η οσον τ' επικιδναται ⁑
urn:cts:greekLit:tlg5026.msA.normed:7.3009.lemma	βουφονεον δε·
urn:cts:greekLit:tlg5026.msA.normed:7.3009.comment	βουφονειν εστιν ου το θυειν θεοις ατοπον γαρ επι θυσιαις φονον λεγειν. αλλα το φονευειν βους εις δειπνου κατασκευην
urn:cts:greekLit:tlg5026.msA.normed:7.3010.lemma	νηες δ' εκ λημνοιο
urn:cts:greekLit:tlg5026.msA.normed:7.3010.comment	παρεστασιν λημνιοι τας εξ εθους τη αφροδιτη θυσιας μη αποδιδοντες καθαυτων θανατον ενομοθετησων · την γαρ θεον οργισθεισαν λεγεται· τοις μεν ανδρασι ιμερον τινα των θρακιων εμβαλειν γυναικων. των δε ιδιων αμελησαι και καθεξεσθαι εφ ησυχιας διεβαινον ουν εις την θρακην περιεποντες και σημωμενοι τα ενταυθα . ταις δε γυναιξι των λημνιων εκτοπον λυσσαν εμπεσειν ωστε ψιφηφισασθαι· πασας ανδροκτεινειν· και μη της επιβουλης ταυτης αποτυχειν· γενομενου δε τουτου του ατυχηματος περι τους ανδρας· λεγεται τον ιασονα μετα της αργους εξωκειλαντα τη κρατιστη πασων υψιπυλη μιγηναι εξ ης φασι γενεσθαι τον ευνηον · η δε ιστορια παρ' ασκληπιαδη εν τοις τραγωδουμενοις ⁑
